id;text;author;statement_date;registration_date;main_article_text;main_article_url;topic_id
25;../fake-data/blob/preview-title/preview-title-25.txt;Ιδιώτης;2020-10-21T06:32:04;;../fake-data/blob/preview-text/preview-text-25.txt;../fake-data/blob/main-article-url/main-article-url-25.txt;1
26;../fake-data/blob/preview-title/preview-title-26.txt;Συντάκτης;2020-10-20T23:26:11;;../fake-data/blob/preview-text/preview-text-26.txt;../fake-data/blob/main-article-url/main-article-url-26.txt;1
27;../fake-data/blob/preview-title/preview-title-27.txt;Καθηγητής Πνευμονολογίας;2020-10-20T15:32:00;;../fake-data/blob/preview-text/preview-text-27.txt;../fake-data/blob/main-article-url/main-article-url-27.txt;1
28;../fake-data/blob/preview-title/preview-title-28.txt;Συντάκτης;2020-10-20T18:06:18;;../fake-data/blob/preview-text/preview-text-28.txt;../fake-data/blob/main-article-url/main-article-url-28.txt;1
29;../fake-data/blob/preview-title/preview-title-29.txt;Δήμος Χίου;2020-10-21T03:24:07;;../fake-data/blob/preview-text/preview-text-29.txt;../fake-data/blob/main-article-url/main-article-url-29.txt;1
30;../fake-data/blob/preview-title/preview-title-30.txt;Ασφάλεια Μυτιλήνης;2020-10-21T07:23:49;;../fake-data/blob/preview-text/preview-text-30.txt;../fake-data/blob/main-article-url/main-article-url-30.txt;1
31;../fake-data/blob/preview-title/preview-title-31.txt;Δεν αναφέρεται;2020-10-21T04:14:17;;../fake-data/blob/preview-text/preview-text-31.txt;../fake-data/blob/main-article-url/main-article-url-31.txt;1
32;../fake-data/blob/preview-title/preview-title-32.txt;Κυριάκος Βελόπουλος;2020-10-21T11:18:14;;../fake-data/blob/preview-text/preview-text-32.txt;../fake-data/blob/main-article-url/main-article-url-32.txt;1
33;../fake-data/blob/preview-title/preview-title-33.txt;Νότης Μηταράκης;2020-10-21T01:34:58;;../fake-data/blob/preview-text/preview-text-33.txt;../fake-data/blob/main-article-url/main-article-url-33.txt;1
34;../fake-data/blob/preview-title/preview-title-34.txt;Περιφέρεια Βορείου Αιγαίου;2020-10-20T21:20:40;;../fake-data/blob/preview-text/preview-text-34.txt;../fake-data/blob/main-article-url/main-article-url-34.txt;1
35;../fake-data/blob/preview-title/preview-title-35.txt;Αντιπεριφερειάρχης Γρεβενών;2020-10-21T06:32:04;;../fake-data/blob/preview-text/preview-text-35.txt;../fake-data/blob/main-article-url/main-article-url-35.txt;1
36;../fake-data/blob/preview-title/preview-title-36.txt;Κυβερνητικές πηγές;2020-10-20T23:26:11;;../fake-data/blob/preview-text/preview-text-36.txt;../fake-data/blob/main-article-url/main-article-url-36.txt;1
37;../fake-data/blob/preview-title/preview-title-37.txt;Μιχάλης Χρυσοχοΐδης;2020-10-20T15:32:00;;../fake-data/blob/preview-text/preview-text-37.txt;../fake-data/blob/main-article-url/main-article-url-37.txt;1
38;../fake-data/blob/preview-title/preview-title-38.txt;Κυβερνητικές πηγές;2020-10-20T18:06:18;;../fake-data/blob/preview-text/preview-text-38.txt;../fake-data/blob/main-article-url/main-article-url-38.txt;1
39;../fake-data/blob/preview-title/preview-title-39.txt;Θεανώ Φωτίου;2020-10-21T03:24:07;;../fake-data/blob/preview-text/preview-text-39.txt;../fake-data/blob/main-article-url/main-article-url-39.txt;1
40;../fake-data/blob/preview-title/preview-title-40.txt;Νότης Μηταράκης;2020-10-21T07:23:49;;../fake-data/blob/preview-text/preview-text-40.txt;../fake-data/blob/main-article-url/main-article-url-40.txt;1
41;../fake-data/blob/preview-title/preview-title-41.txt;Νίκος Ανδρουλάκης;2020-10-21T04:14:17;;../fake-data/blob/preview-text/preview-text-41.txt;../fake-data/blob/main-article-url/main-article-url-41.txt;1
42;../fake-data/blob/preview-title/preview-title-42.txt;Ιστοσελίδα;2020-10-21T11:18:14;;../fake-data/blob/preview-text/preview-text-42.txt;../fake-data/blob/main-article-url/main-article-url-42.txt;1
43;../fake-data/blob/preview-title/preview-title-43.txt;Υπάλληλοι πυροσβεστικού σώματος;2020-10-21T01:34:58;;../fake-data/blob/preview-text/preview-text-43.txt;../fake-data/blob/main-article-url/main-article-url-43.txt;1
